,zona,quartos,area,preco
36,sul,3,180,4800
37,sul,3,386,3900
38,sul,,140,5300
39,sul,4,254,24000
40,sul,4,550,8000
41,sul,,200,10900
42,sul,,296,11000
43,sul,3,250,8000
44,sul,1,40,1200
45,sul,5,115,4500
46,sul,3,210,4000
47,sul,,400,8500
0,sul,3,260,2500
1,sul,2,70,2000
2,sul,3,90,2000
3,sul,,100,2000
4,sul,1,60,1600
5,sul,3,187,3600
6,sul,1,190,3000
7,sul,,,5000
8,sul,,190,6500
9,sul,5,800,35000
10,sul,3,150,10000
11,sul,3,200,4496
12,sul,,,3000
13,sul,4,690,40000
14,sul,4,100,4000
15,sul,3,280,6000
16,sul,4,460,21000
17,sul,3,150,3500
18,sul,3,250,4800
19,sul,2,160,7000
20,sul,,170,4500
21,sul,5,323,18000
22,sul,,240,6000
23,sul,2,150,5500
24,sul,,95,4500
25,sul,,200,7500
26,sul,1,70,1600
27,sul,3,300,3500
28,sul,2,130,2400
29,sul,,161,2000
30,sul,3,250,4500
31,sul,4,320,16550
32,sul,3,300,3500
33,sul,4,350,7000
34,sul,5,150,3000
35,sul,3,212,5000
36,sul,2,106,4400
37,sul,3,1200,40999
38,sul,3,350,5000
39,sul,4,634,15000
40,sul,3,250,10000
41,sul,3,350,7000
42,sul,4,400,33000
43,sul,4,450,5500
44,sul,3,170,6000
45,sul,3,160,3000
46,sul,2,60,1700
47,sul,2,120,3000
0,sul,3,180,3800
1,sul,2,160,2200
2,sul,,180,6500
3,sul,2,270,2800
4,sul,2,60,3000
5,sul,1,250,9000
6,sul,3,280,13000
7,sul,4,326,5000
8,sul,2,35,4000
9,sul,3,240,4800
10,sul,2,86,3800
11,sul,4,650,30000
12,sul,2,300,5500
13,sul,3,160,5000
14,sul,3,180,3300
15,sul,4,220,5800
16,sul,,180,10000
17,sul,4,340,9500
18,sul,4,500,19000
19,sul,2,150,4500
20,sul,,531,12500
21,sul,1,168,5000
22,sul,4,451,30000
23,sul,,270,4500
24,sul,3,682,26000
25,sul,4,300,8000
26,sul,,200,5500
27,sul,3,250,6000
28,sul,4,350,15000
29,sul,3,350,8000
30,sul,,150,5000
31,sul,4,200,5000
32,sul,2,90,1900
33,sul,3,120,2600
34,sul,2,105,2500
35,sul,1,150,1500
36,sul,4,110,3600
37,sul,3,120,5200
38,sul,2,280,7000
39,sul,4,135,3800
40,sul,2,150,3000
41,sul,3,102,5000
42,sul,2,250,5500
43,sul,,196,3300
44,sul,5,120,3500
45,sul,3,445,20000
46,sul,5,600,8000
47,sul,2,160,5000
0,sul,,90,5000
1,sul,,328,8000
2,sul,3,460,8000
3,sul,,134,4500
4,sul,4,230,8500
5,sul,3,325,5900
6,sul,,163,4400
7,sul,3,150,4500
8,sul,4,200,6000
9,sul,4,180,4600
10,sul,3,230,6950
11,sul,3,290,3200
12,sul,3,173,4000
13,sul,3,200,3300
14,sul,1,28,1350
15,sul,6,250,9000
16,sul,,,2500
17,sul,,410,10000
18,sul,4,1,48000
19,sul,4,320,7000
20,sul,4,161,4500
21,sul,,254,15000
22,sul,2,120,2600
23,sul,3,240,6800
24,sul,5,360,8900
25,sul,3,600,15000
26,sul,,136,3300
27,sul,4,924,60000
28,sul,5,560,23000
29,sul,3,200,5500
30,sul,2,100,5000
31,sul,,1300,50000
32,sul,3,490,10000
33,sul,3,500,10500
34,sul,4,750,25000
35,sul,3,300,7000
36,sul,2,88,3000
37,sul,4,350,7000
38,sul,3,360,18000
39,sul,4,600,30000
40,sul,3,317,12000
41,sul,3,270,6000
42,sul,4,320,9000
43,sul,4,480,15000
44,sul,3,230,7400
45,sul,3,115,6500
46,sul,,531,12500
47,sul,3,80,4000
0,sul,3,375,14500
1,sul,4,565,12000
2,sul,3,250,7000
3,sul,5,380,3800000
4,sul,2,94,1500
5,sul,,90,3200
6,sul,2,150,3150
7,sul,1,250,19000
8,sul,1,300,15000
9,sul,3,200,5200
10,sul,3,150,5200
11,sul,2,120,5800
12,sul,3,210,4000
13,sul,6,380,9000
14,sul,3,179,3200
15,sul,3,200,2500
16,sul,,100,3500
17,sul,3,150,3800
18,sul,3,193,9000
19,sul,,155,3000
20,sul,3,350,10000
21,sul,5,180,3300
22,sul,4,1,60000
23,sul,3,400,15000
24,sul,3,180,3600
25,sul,5,200,5500
26,sul,3,250,3500
27,sul,,120,4000
28,sul,,300,8000
29,sul,4,150,3500
30,sul,3,180,4500
31,sul,4,430,8000
32,sul,,826,60000
33,sul,4,5,3000
34,sul,3,380,4500
35,sul,4,378,15000
36,sul,2,160,7000
37,sul,4,450,35000
38,sul,4,550,23000
39,sul,3,340,15000
40,sul,2,106,5000
41,sul,3,200,6500
42,sul,2,120,2500
43,sul,1,250,8000
44,sul,4,300,8000
45,sul,4,251,7000
46,sul,4,150,4030
47,sul,3,160,3500
0,sul,3,250,10000
1,sul,1,110,4000
2,sul,3,540,7500
3,sul,4,100,5490
4,sul,3,153,10000
5,sul,3,190,6999
6,sul,3,225,7000
7,sul,7,230,12000
8,sul,4,500,15000
9,sul,,400,18000
10,sul,4,300,6000
11,sul,4,450,8000
12,sul,,967,60000
13,sul,,70,4500
14,sul,,135,5000
15,sul,5,137,4490
16,sul,3,220,5000
17,sul,3,230,7500
18,sul,4,400,25000
19,sul,4,500,25000
20,sul,2,600,15500
21,sul,4,443,10000
22,sul,3,350,7510
23,sul,3,350,8500
24,sul,,217,50000
25,sul,3,850,65000
26,sul,6,400,35000
27,sul,3,150,5000
28,sul,3,180,9000
29,sul,4,600,48000
30,sul,1,25,1100
31,sul,3,250,3500
32,sul,,,1800
33,sul,1,60,1000
34,sul,,200,6750
35,sul,3,120,3500
36,sul,2,196,3800
37,sul,3,125,2600
38,sul,3,90,5000
39,sul,4,180,7000
40,sul,3,184,4500
41,sul,3,135,3650
42,sul,2,138,2300
43,sul,,150,5000
44,sul,,280,14000
45,sul,,194,3800
46,sul,4,500,12000
47,sul,3,212,5200
0,norte,1,46,1350
1,norte,2,70,850
2,norte,1,160,700
3,norte,1,70,600
4,norte,1,40,720
5,norte,5,150,2000
6,norte,1,50,820
7,norte,02,58,1500
8,norte,1,90,1000
9,norte,1,30,1390
10,norte,1,40,800
11,norte,2,42,1100
12,norte,,30,770
13,norte,2,50,1700
14,norte,1,30,550
15,norte,2,45,950
16,norte,1,90,900
17,norte,2,70,1300
18,norte,2,80,1200
19,norte,1,42,1000
20,norte,3,100,1800
21,norte,2,40,1000
22,norte,1,30,1300
23,norte,1,50,550
24,norte,1,40,750
25,norte,2,45,850
26,norte,2,217,1200
27,norte,2,60,2000
28,norte,2,60,1250
29,norte,2,40,1800
30,norte,1,21,650
31,norte,3,160,2500
32,norte,2,50,990
33,norte,2,180,3500
34,norte,,150,3500
35,norte,2,90,1800
36,norte,1,40,1300
37,norte,2,120,2100
38,norte,3,240,4000
39,norte,2,60,950
40,norte,2,80,1800
41,norte,3,250,2500
42,norte,3,180,2900
43,norte,3,200,3000
44,norte,3,225,3000
45,norte,2,45,1400
46,norte,2,60,2000
47,norte,2,70,1100
0,norte,3,225,3000
1,norte,2,60,1450
2,norte,4,500,11000
3,norte,2,100,2800
4,norte,,350,7500
5,norte,,113,3800
6,norte,4,202,3000
7,norte,2,50,1200
8,norte,3,240,4000
9,norte,3,225,3000
10,norte,2,100,2800
11,norte,2,400,4000
12,norte,3,150,3000
13,norte,,500,3900
14,norte,1,50,900
15,norte,2,70,1300
16,norte,,220,4000
17,norte,3,161,2200
18,norte,3,103,2200
19,norte,3,203,2100
20,norte,3,150,4000
21,norte,3,225,3000
22,norte,2,380,5000
23,norte,3,225,3000
24,norte,,120,3500
25,norte,1,45,1000
26,norte,2,50,1200
27,norte,1,32,1350
28,norte,3,90,3000
29,norte,,100,2800
30,norte,,170,3000
31,norte,2,65,2000
32,norte,1,32,1200
33,norte,1,40,680
34,norte,2,100,1950
35,norte,2,90,1800
36,norte,3,120,2200
37,norte,,350,8000
38,norte,2,110,2500
39,norte,2,250,2800
40,norte,,120,2500
41,norte,,400,9500
42,norte,8,350,7000
43,norte,1,45,1000
44,norte,1,38,750
45,norte,3,190,4000
46,norte,3,120,2400
47,norte,1,120,1550
0,norte,1,50,1100
1,norte,3,203,2100
2,norte,2,120,1580
3,norte,5,800,18000
4,norte,2,120,1580
5,norte,3,190,3800
6,norte,3,98,2400
7,norte,1,25,750
8,norte,2,60,1000
9,norte,1,45,800
10,norte,2,100,2800
11,norte,1,40,800
12,norte,1,32,1000
13,norte,8,350,8000
14,norte,1,40,800
15,norte,,450,20000
16,norte,2,120,1580
17,norte,2,110,2700
18,norte,1,120,3000
19,norte,2,270,10000
20,norte,1,70,1150
21,norte,3,150,2900
22,norte,2,430,6500
23,norte,1,30,900
24,norte,3,80,1400
25,norte,,1000,17000
26,norte,2,120,1580
27,norte,2,40,700
28,norte,3,82,1500
29,norte,,140,12000
30,norte,1,40,500
31,norte,2,60,1300
32,norte,1,40,700
33,norte,2,55,1000
34,norte,1,50,750
35,norte,1,400,450
36,norte,1,50,550
37,norte,1,35,700
38,norte,3,60,900
39,norte,1,25,450
40,norte,3,70,1000
41,norte,1,40,650
42,norte,1,40,550
43,norte,1,70,600
44,norte,2,90,700
45,norte,2,60,1000
46,norte,2,90,1000
47,norte,2,70,1200
0,norte,1,50,650
1,norte,2,90,1600
2,norte,4,70,2500
3,norte,2,70,1300
4,norte,1,40,750
5,norte,1,60,950
6,norte,1,35,700
7,norte,1,50,1000
8,norte,1,45,650
9,norte,3,120,1600
10,norte,1,40,1200
11,norte,1,40,800
12,norte,1,50,900
13,norte,1,80,1000
14,norte,2,74,2000
15,norte,3,200,2000
16,norte,2,45,1300
17,norte,2,90,1800
18,norte,1,45,650
19,norte,1,48,800
20,norte,3,55,1600
21,norte,2,55,900
22,norte,2,125,1580
23,norte,1,50,700
24,norte,2,60,1500
25,norte,1,30,1000
26,norte,2,80,1299
27,norte,2,70,1500
28,norte,2,60,1100
29,norte,1,200,1150
30,norte,6,750,10500
31,norte,3,200,4000
32,norte,3,180,2350
33,norte,3,300,2400
34,norte,1,35,720
35,norte,3,320,5500
36,norte,4,280,4500
37,norte,2,130,1900
38,norte,2,140,3000
39,norte,3,120,1800
40,norte,4,386,5500
41,norte,1,320,8000
42,norte,4,315,9700
43,norte,3,180,3300
44,norte,2,120,2000
45,norte,3,140,2700
46,norte,3,140,2100
47,norte,6,300,5500
0,norte,5,568,6000
1,norte,2,55,1300
2,norte,4,280,6700
3,norte,3,200,2000
4,norte,2,70,1350
5,norte,,90,1500
6,norte,2,30,1100
7,norte,4,390,9000
8,norte,2,70,1800
9,norte,7,750,5800
10,norte,3,240,5500
11,norte,4,400,6000
12,norte,3,70,2800
13,norte,2,150,2800
14,norte,3,580,15000
15,norte,1,50,800
16,norte,4,400,6000
17,norte,4,400,6000
18,norte,4,250,3700
19,norte,1,40,929
20,norte,3,250,5000
21,norte,3,160,2550
22,norte,1,90,970
23,norte,2,64,950
24,norte,2,70,1100
25,norte,2,80,1700
26,norte,1,30,750
27,norte,2,50,1100
28,norte,3,98,2500
29,norte,1,25,750
30,norte,3,240,2200
31,norte,2,40,850
32,norte,3,180,2900
33,norte,2,200,1600
34,norte,,100,4000
35,norte,4,700,15000
36,norte,2,10,1900
37,norte,1,30,700
38,norte,4,262,7000
39,norte,3,200,3000
40,norte,3,80,1500
41,norte,2,134,2700
42,norte,3,180,6000
43,norte,1,60,900
44,norte,2,40,1500
45,norte,3,130,3200
46,norte,5,500,4000
47,norte,3,150,3500
0,norte,01,125,550
1,norte,1,50,1000
2,norte,4,240,5000
3,norte,4,259,4000
4,norte,2,100,2300
5,norte,2,60,1200
6,norte,2,45,1000
7,norte,2,165,2500
8,norte,3,125,2300
9,norte,3,449,4850
10,norte,2,60,1000
11,norte,2,60,1300
12,norte,3,240,4000
13,norte,3,120,2500
14,norte,4,420,7500
15,norte,2,70,1500
16,norte,5,800,4950
17,norte,1,70,1650
18,norte,5,500,16000
19,norte,2,65,1300
20,norte,2,60,1200
21,norte,3,153,2500
22,norte,,,2000
23,norte,4,480,4800
24,norte,3,113,2700
25,norte,2,70,1400
26,norte,4,290,5300
27,norte,4,337,5500
28,norte,4,600,5000
29,norte,3,150,3500
30,norte,,340,6000
31,norte,2,100,3000
32,norte,,113,3800
33,norte,,150,3200
34,norte,10,220,4500
35,norte,3,180,1700
36,norte,3,270,3500
37,norte,2,100,1400
38,norte,3,220,4374
39,norte,4,330,2400
40,norte,,2100,120000
41,norte,2,70,1800
42,norte,5,138,3500
43,norte,3,252,4500
44,norte,3,390,5000
45,norte,,,2200
46,norte,3,620,8000
47,norte,3,98,2500
0,norte,1,110,1100
1,norte,2,70,3200
2,norte,4,350,5500
3,norte,3,194,3500
4,norte,3,274,2500
5,norte,4,400,5000
6,norte,3,190,3600
7,norte,2,70,1600
8,norte,6,409,6500
9,norte,3,10,2600
10,norte,4,350,5900
11,norte,2,115,1800
12,norte,,,2200
13,norte,1,125,1000
14,norte,3,210,3500
15,norte,2,240,5000
16,norte,3,320,5500
17,norte,,10,2500
18,norte,1,50,1100
19,norte,4,70,3150
20,norte,5,80,2500
21,norte,4,290,4000
22,norte,3,467,6000
23,norte,3,200,2900
24,norte,,201,7000
25,norte,4,380,4500
26,norte,5,570,9000
27,norte,2,60,1300
28,norte,3,238,2300
29,norte,3,190,3100
30,norte,,250,5500
31,norte,,180,6000
32,norte,,320,5500
33,norte,4,225,4300
34,norte,2,95,1600
35,norte,2,90,2200
36,norte,1,55,900
37,norte,4,170,4500
38,norte,5,1100,13000
39,norte,1,48,850
40,norte,,,1000
41,norte,3,405,5000
42,norte,4,337,5500
43,norte,,,900
44,norte,6,130,3700
45,norte,2,90,2200
46,norte,3,138,2700
47,norte,4,412,10000
0,norte,3,180,2900
1,norte,,316,8000
2,norte,4,300,4500
3,norte,1,75,1300
4,norte,1,50,1300
5,norte,3,240,4500
6,norte,3,138,2700
7,norte,3,220,5000
8,norte,3,180,2500
9,norte,2,150,1700
10,norte,3,138,2700
11,norte,1,35,1150
12,norte,3,120,2400
13,norte,,380,5000
14,norte,3,190,4800
15,norte,3,180,2900
16,norte,1,35,700
17,norte,4,170,4500
18,norte,2,125,3000
19,norte,2,110,3500
20,norte,3,70,2500
21,norte,2,80,1950
22,norte,4,320,3900
23,norte,3,96,2200
24,norte,3,140,4000
25,norte,,250,7000
26,norte,3,250,3870
27,norte,4,420,6500
28,norte,,170,3000
29,norte,2,150,2200
30,norte,1,50,1400
31,norte,4,200,4000
32,norte,4,350,5000
33,norte,3,94,2200
34,norte,2,110,1800
35,norte,4,300,7500
36,norte,1,227,7500
37,norte,4,280,7500
38,norte,,,1500
39,norte,3,350,3800
40,norte,4,432,6000
41,norte,4,300,4000
42,norte,3,250,5000
43,norte,2,150,2200
44,norte,,350,7000
45,norte,3,240,4000
46,norte,4,400,4500
47,norte,3,240,7000
0,norte,3,200,3500
1,norte,4,350,4000
2,norte,1,37,850
3,norte,1,50,1100
4,norte,3,273,2500
5,norte,3,170,2500
6,norte,3,302,6000
7,norte,2,105,3500
8,norte,4,288,6000
9,norte,4,800,8000
10,norte,3,200,3600
11,norte,2,140,2200
12,norte,,,4500
13,norte,8,300,5000
14,norte,4,500,6500
15,norte,4,280,5500
16,norte,2,80,2000
17,norte,,253,3000
18,norte,5,350,7000
19,norte,4,300,4000
20,norte,5,360,5000
21,norte,3,375,7000
22,norte,4,300,4000
23,norte,5,316,4000
24,norte,3,240,4500
25,norte,,,10000
26,norte,3,1,10000
27,norte,3,140,3000
28,norte,2,89,2600
29,norte,2,85,1750
30,norte,3,130,2700
31,norte,1,100,2800
32,norte,2,70,2000
33,norte,1,510,8000
34,norte,4,280,6000
35,norte,4,430,6000
36,norte,,300,5000
37,norte,2,93,2800
38,norte,5,140,5000
39,norte,3,180,4500
40,norte,4,350,7000
41,norte,2,150,2100
42,norte,,,1000
43,norte,3,250,4000
44,norte,3,240,4500
45,norte,3,120,3000
46,norte,2,90,1800
47,norte,3,98,2600
0,norte,3,190,4000
1,norte,3,350,18500
2,norte,4,650,5100
3,norte,1,600,3600
4,norte,6,220,4000
5,norte,5,350,4300
6,norte,3,366,3500
7,norte,2,350,5000
8,norte,4,300,7000
9,norte,4,700,8400
10,norte,4,337,5500
11,norte,2,370,5000
12,norte,3,160,4600
13,norte,,220,4500
14,norte,6,300,5500
15,norte,3,159,3000
16,norte,,70,2300
17,norte,2,160,2000
18,norte,2,87,2600
19,norte,2,96,2200
20,norte,3,330,6000
21,norte,4,495,15000
22,norte,3,89,2500
23,norte,4,650,12000
24,norte,2,98,2500
25,norte,3,280,3500
26,norte,2,140,2200
27,norte,4,350,3700
28,norte,,178,6500
29,norte,5,200,3790
30,norte,3,215,5000
31,norte,3,450,10000
32,norte,4,350,5900
33,norte,3,182,4000
34,norte,,220,6000
35,norte,,316,8000
36,norte,3,384,8815
37,norte,4,278,7900
38,norte,3,183,9000
39,norte,2,50,825
40,norte,2,120,2500
41,norte,,113,3400
42,norte,,,3500
43,norte,1,40,1700
44,norte,4,280,5900
45,norte,7,750,10000
46,norte,,120,3000
47,norte,3,187,3500
0,norte,3,224,4000
1,norte,,340,12000
2,norte,6,500,7000
3,norte,4,290,6000
4,norte,,175,5000
5,norte,3,260,5000
6,norte,,,5000
7,norte,3,140,4500
8,norte,3,150,4200
9,norte,3,240,4000
10,norte,3,240,4500
11,norte,4,335,5500
12,norte,3,142,3000
13,norte,4,270,10000
14,norte,4,100,5000
15,norte,2,97,2500
16,norte,1,80,1000
17,norte,2,90,1800
18,norte,4,330,7250
19,norte,4,300,5500
20,norte,3,240,4000
21,norte,3,240,4000
22,norte,3,155,3500
23,norte,3,180,4200
24,norte,,350,8000
25,norte,4,680,5100
26,norte,,250,4000
27,norte,4,470,4800
28,norte,3,250,3000
29,norte,7,10,5000
30,norte,3,200,3500
31,norte,3,118,2500
32,norte,,230,4400
33,norte,4,600,10000
34,norte,2,10,1100
35,norte,3,417,4500
36,norte,1,50,1000
37,norte,3,400,5000
38,norte,3,120,3200
39,norte,3,260,6500
40,norte,4,450,6000
41,norte,1,50,700
42,norte,3,166,3500
43,norte,3,312,5000
44,norte,3,160,3300
45,norte,2,250,2600
46,norte,3,164,5500
47,norte,,350,3500
0,norte,3,190,3000
1,norte,,210,5200
2,norte,3,83,2880
3,norte,,,600
4,norte,2,35,950
5,norte,1,40,800
6,norte,2,200,1700
7,norte,1,10,850
8,norte,2,120,3000
9,norte,,190,4000
10,norte,2,170,2500
11,norte,2,200,2000
12,norte,,240,6800
13,norte,1,50,905
14,norte,,100,2800
15,norte,,,950
16,norte,2,87,2600
17,norte,2,79,2500
18,norte,3,200,3000
19,norte,,480,9500
20,norte,1,38,1200
21,norte,1,70,1300
22,norte,1,35,1150
23,norte,1,50,850
24,norte,1,30,640
25,norte,3,100,2000
26,norte,1,30,1200
27,norte,4,412,10000
28,norte,6,1,7000
29,norte,3,126,3000
30,norte,,70,1800
31,norte,3,240,4000
32,norte,5,350,5000
33,norte,2,96,2900
34,norte,,88,3000
35,norte,3,530,6000
36,norte,2,50,1600
37,norte,1,55,900
38,norte,2,60,1300
39,norte,1,30,850
40,norte,,65,6500
41,norte,2,200,2800
42,norte,4,500,7000
43,norte,4,300,5000
44,norte,,280,4000
45,norte,6,180,5800
46,norte,3,180,2800
47,norte,1,65,900
0,norte,2,100,1200
1,norte,2,87,2600
2,norte,2,100,1800
3,norte,1,50,905
4,norte,1,25,750
5,norte,3,209,5200
6,norte,1,35,700
7,norte,3,100,1700
8,norte,5,165,5000
9,norte,4,400,8000
10,norte,4,980,10000
11,norte,2,50,1000
12,norte,2,60,1500
13,norte,2,80,1390
14,norte,2,120,2000
15,norte,2,142,2990
16,norte,5,480,15000
17,norte,4,270,10000
18,norte,4,460,8000
19,norte,,420,8000
20,norte,2,120,3800
21,norte,12,460,8000
22,norte,7,300,11000
23,norte,3,500,25000
24,norte,2,100,1700
25,norte,7,180,5800
26,norte,,,6000
27,norte,,350,25000
28,norte,1,50,1100
29,norte,,460,8000
30,norte,1,35,1200
31,norte,1,60,799
32,norte,1,50,750
33,norte,2,80,1200
34,norte,3,210,4000
35,norte,3,150,3250
36,norte,1,60,1200
37,norte,3,240,3500
38,norte,1,25,700
39,norte,2,67,1600
40,norte,,1000,20000
41,norte,4,400,7500
42,norte,2,55,1400
43,norte,2,70,1200
44,norte,3,330,4000
45,norte,2,10000,3000
46,norte,4,230,18000
47,norte,3,170,2600
0,norte,3,250,2100
1,norte,3,160,2500
2,norte,1,42,1300
3,norte,3,90,2000
4,norte,,540,6000
5,norte,,300,3200
6,norte,3,160,3500
7,norte,,400,25000
8,norte,4,250,6000
9,norte,,250,3000
10,norte,2,90,2200
11,norte,4,200,7000
12,norte,3,206,3000
13,norte,3,270,6000
14,norte,4,150,4500
15,norte,,150,4500
16,norte,,350,8000
17,norte,3,280,5000
18,norte,3,160,3500
19,norte,3,152,4000
20,norte,4,130,4000
21,norte,,90,12000
22,norte,4,120,3800
23,norte,4,400,4500
24,norte,3,274,7000
25,norte,4,145,2600
26,norte,2,80,1500
27,norte,2,180,2050
28,norte,1,50,1000
29,norte,,130,1800
30,norte,1,50,1000
31,norte,1,35,1150
32,norte,4,220,2700
33,norte,1,20,800
34,norte,2,100,2899
35,norte,1,40,950
36,norte,1,35,800
37,norte,3,250,3000
38,norte,3,177,2200
39,norte,3,300,2970
40,norte,1,40,1100
41,norte,1,55,1100
42,norte,1,30,900
43,norte,2,120,2500
44,norte,1,40,1000
45,norte,3,402,6000
46,norte,4,420,10000
47,norte,1,35,750
0,norte,3,178,2200
1,norte,4,235,6000
2,norte,3,160,2100
3,norte,3,150,3000
4,norte,3,300,3000
5,norte,2,90,1500
6,norte,5,750,5800
7,norte,4,250,5000
8,norte,3,180,3500
9,norte,3,300,3500
10,norte,3,150,2500
11,norte,3,240,4000
12,norte,4,1100,10000
13,norte,,113,3800
14,norte,3,195,3300
15,norte,4,337,5500
16,norte,3,125,2500
17,norte,4,335,4500
18,norte,1,55,1200
19,norte,,153,3500
20,norte,4,250,3700
21,norte,,318,8000
22,norte,3,125,2500
23,norte,2,40,1400
24,norte,4,480,4800
25,norte,3,250,2800
26,norte,1,50,1100
27,norte,3,225,3000
28,norte,3,120,1650
29,norte,1,100,900
30,norte,3,100,2200
31,norte,3,230,2900
32,norte,7,578,24000
33,norte,2,50,1500
34,norte,3,160,3200
35,norte,2,65,1300
36,norte,3,90,1937
37,norte,4,412,9000
38,norte,2,80,1800
39,norte,4,250,3300
40,norte,3,150,2400
41,norte,2,220,2500
42,norte,3,253,5000
43,norte,5,570,9000
44,norte,,25,1000
45,norte,4,80,250000
46,norte,5,90,4500
47,norte,4,350,5000
0,norte,3,200,3500
1,norte,1,38,1250
2,norte,4,160,2800
3,norte,1,50,950
4,norte,3,100,2999
5,norte,3,180,2500
6,norte,2,250,3200
7,norte,5,150,3000
8,norte,3,139,3000
9,norte,3,98,2500
10,norte,4,200,3500
11,norte,,,1600
12,norte,1,50,950
13,norte,1,50,900
14,norte,2,100,1540
15,norte,2,100,2000
16,norte,1,48,1200
17,norte,3,110,2300
18,norte,,120,3000
19,norte,,140,5200
20,norte,,180,4000
21,norte,3,280,6000
22,norte,2,90,1800
23,norte,3,90,2000
24,norte,3,330,9000
25,norte,,60,3200
26,norte,4,250,2500
27,norte,3,417,5000
28,norte,2,100,1800
29,norte,3,136,2675
30,norte,2,90,1400
31,norte,6,250,3300
32,norte,2,100,1900
33,norte,3,120,6000
34,norte,3,100,2000
35,norte,3,120,2900
36,norte,4,254,4400
37,norte,3,190,3000
38,norte,1,40,850
39,norte,2,150,2800
40,norte,3,260,2800
41,norte,2,60,1700
42,norte,3,264,4100
43,norte,3,190,3000
44,norte,,60,2200
45,norte,3,1,3500
46,norte,3,70,2200
47,norte,2,80,1900
0,norte,3,180,3800
1,norte,4,336,4900
2,norte,2,84,2400
3,norte,3,170,4000
4,norte,3,660,4500
5,norte,3,300,4500
6,norte,8,70,3600
7,norte,3,180,2900
8,norte,3,220,4900
9,norte,3,330,6000
10,norte,2,70,1350
11,norte,3,350,6000
12,norte,1,60,1000
13,norte,5,248,7900
14,norte,3,75,2200
15,norte,3,96,2200
16,norte,4,250,3500
17,norte,1,50,1400
18,norte,4,250,6000
19,norte,1,52,1600
20,norte,3,240,3000
21,norte,5,568,6000
22,norte,4,300,4000
23,norte,3,135,2300
24,norte,3,200,2800
25,norte,3,60,2100
26,norte,2,60,2000
27,norte,1,40,800
28,norte,3,200,4500
29,norte,3,100,4000
30,norte,2,60,1500
31,norte,4,70,3500
32,norte,,550,7000
33,norte,3,100,2500
34,norte,2,400,2700
35,norte,1,50,1200
36,norte,2,80,1290
37,norte,3,98,2500
38,norte,3,80,2600
39,norte,3,150,3150
40,norte,4,60,2300
41,norte,3,170,2800
42,norte,3,80,2600
43,norte,3,153,2500
44,norte,3,225,2500
45,norte,2,120,1700
46,norte,3,80,2600
47,norte,3,140,2499
0,norte,3,130,2550
1,norte,3,120,1680
2,norte,3,80,2600
3,norte,3,115,2500
4,norte,3,80,2600
5,norte,2,130,2500
6,norte,2,116,2500
7,norte,1,60,900
8,norte,1,52,1500
9,norte,1,50,700
10,norte,1,50,1000
11,norte,1,45,850
12,norte,2,135,3200
13,norte,1,50,750
14,norte,3,200,2800
15,norte,2,90,2600
16,norte,1,40,720
17,norte,4,200,5000
18,norte,3,273,5000
19,norte,3,80,2600
20,norte,3,138,2700
21,norte,3,330,6500
22,norte,2,134,2700
23,norte,1,50,700
24,norte,1,50,700
25,norte,,1,3000
26,norte,2,100,1800
27,norte,3,140,2300
28,norte,6,10000,4000
29,norte,1,55,1400
30,norte,2,50,1100
31,norte,2,70,1600
32,norte,1,50,950
33,norte,2,100,1800
34,norte,4,500,6000
35,norte,2,50,1100
36,norte,1,60,900
37,norte,3,170,2100
38,norte,2,45,1800
39,norte,5,310,5000
40,norte,1,60,1500
41,norte,3,130,1800
42,norte,2,90,1800
43,norte,,,1200
44,norte,1,37,750
45,norte,3,200,5000
46,norte,1,40,700
47,norte,2,45,1350
0,norte,1,10,700
1,norte,3,215,2500
2,norte,2,120,2500
3,norte,4,110,2500
4,norte,2,130,2800
5,norte,3,90,1300
6,norte,1,50,1000
7,norte,3,100,3300
8,norte,3,175,2000
9,norte,3,132,2500
10,norte,,5,21000
11,norte,3,125,2800
12,norte,2,108,1750
13,norte,1,50,1200
14,norte,2,270,1900
15,norte,3,300,4200
16,norte,2,98,1700
17,norte,3,380,6000
18,norte,1,50,850
19,norte,2,70,1490
20,norte,4,300,7500
21,norte,3,65,1700
22,norte,1,30,950
23,norte,3,1,15000
24,norte,2,142,2990
25,norte,2,90,2100
26,norte,3,120,2900
27,norte,3,150,2800
28,norte,5,568,6000
29,norte,2,250,2800
30,norte,2,180,4000
31,norte,3,150,3500
32,norte,1,50,750
33,norte,3,240,3000
34,norte,3,100,2350
35,norte,2,60,899
36,norte,2,300,3500
37,norte,3,150,2700
38,norte,6,600,5000
39,norte,3,185,3000
40,norte,1,20,805
41,norte,2,80,1500
42,norte,2,136,3000
43,norte,,,3000
44,norte,2,90,1800
45,norte,3,100,2300
46,norte,2,60,2700
47,norte,2,120,2000
0,norte,5,1100,70000
1,norte,1,90,1350
2,norte,4,195,2200
3,norte,3,220,2550
4,norte,2,100,2900
5,norte,,,2200
6,norte,3,456,7500
7,norte,4,205,5000
8,norte,1,40,960
9,norte,2,150,3500
10,norte,3,180,2900
11,norte,1,35,1150
12,norte,4,300,7500
13,norte,2,160,1950
14,norte,3,120,3250
15,norte,1,50,850
16,norte,5,570,7500
17,norte,3,125,2700
18,norte,3,140,2900
19,norte,3,130,1900
20,norte,2,120,1900
21,norte,3,115,1700
22,norte,4,250,3500
